num,author,title,format,year,venue
1495,"Porlock, Martin (Philip MacDonald, q.v.)",The Bradmoor Murder,short story,1929,The Garden in Asia; The Bradmoor Murder; Great Detective; Big Book of Locked-Room Mysteries
1496,"Porlock, Martin (Philip MacDonald, q.v.)",The Doomdorf Mystery,short story,1918,Uncle Abner; The Detective in Fiction; The Locked Room Reader; 8 Keys to Murder; The Complete Uncle Abner; Great American Mystery Stories of the Twentieth Century; The Mammoth Book of Locked-Room Mysteries and Impossible Crimes; Big Book of Locked-Room Mysteries
1497,"Porlock, Martin (Philip MacDonald, q.v.)",The Garden in Asia,short story,1929,The Garden in Asia; The Bradmoor Murder
1498,"Porlock, Martin (Philip MacDonald, q.v.)",The Hidden Law,short story,1914,"Metropolitan Magazine; Uncle Abner, Master of Mysteries; The Saint Mystery Magazine; The Complete Uncle Abner; Realm of the Impossible"
1499,"Porlock, Martin (Philip MacDonald, q.v.)",The Nameless Thing,short story,1912,The Nameless Thing
1500,"Post, Roy, and Austin Ripley",The Case of the Missing Knife,short story,1943,EQMM
1501,"Powell, Talmage",The Disappearance of Maggie,short story,1984,Dark Lessons
1502,"Pratt, Fletcher",DOUBLE JEOPARDY,novel,1952,
1503,"Priestley, J. B.",MYSTERY AT GREENFINGERS,play,1937,
1504,"Pronzini, Bill (See also Davis, Robert Hart)",BONES,novel,1985,
1505,"Pronzini, Bill (See also Davis, Robert Hart)",HOODWINK,novel,1981,
1506,"Pronzini, Bill (See also Davis, Robert Hart)",SCATTERSHOT,novel,1982,
1507,"Pronzini, Bill (See also Davis, Robert Hart)",Ace in the Hole,short story,1986,Mean Streets
1508,"Pronzini, Bill (See also Davis, Robert Hart)",An Almost Perfect Hiding Place,short story,1969,MSMM
1509,"Pronzini, Bill (See also Davis, Robert Hart)",The Arrowmont Prison Riddle,short story,1976,AHMM; All But Impossible!; Alfred Hitchcock Tales of Terror
1510,"Pronzini, Bill (See also Davis, Robert Hart)",Booktaker,short story,1983,Case File; Locked Room Puzzles
1511,"Pronzini, Bill (See also Davis, Robert Hart)",Cat's-Paw,short story,1983,
1512,"Pronzini, Bill (See also Davis, Robert Hart)",Dead Man's Slough,short story,1980,AHMM; Case File
1513,"Pronzini, Bill (See also Davis, Robert Hart)",A Killing in Xanadu,short story,1980,
1514,"Pronzini, Bill (See also Davis, Robert Hart)",A Nice Easy Job,short story,1979,EQMM
1515,"Pronzini, Bill (See also Davis, Robert Hart)",The Perfect Crime,short story,1968,MSMM
1516,"Pronzini, Bill (See also Davis, Robert Hart)",The Private Eye Who Collected Pulps,short story,1979,EQMM; Case File; The Mammoth Book of Locked-Room Mysteries and Impossible Crimes
1517,"Pronzini, Bill (See also Davis, Robert Hart)",Proof of Guilt,short story,1973,"EQMM; Graveyard Plots; The Art of the Impossible; Murder Impossible; The Mammoth Book of Perfect Crimes and Impossible Mysteries"""
1518,"Pronzini, Bill (See also Davis, Robert Hart)",Something Wrong,short story,1988,Small Felonies
1519,"Pronzini, Bill (See also Davis, Robert Hart)",The Terrarium Principle,short story,1987,EQMM; Small Felonies
1520,"Pronzini, Bill (See also Davis, Robert Hart)",Thin Air,short story,1979,AHMM; Death Locked In
1521,"Pronzini, Bill (See also Davis, Robert Hart)","Where Have You Gone, Sam Spade?",short story,1980,AHMM; Case File; Big Book of Locked-Room Mysteries
1522,"Pronzini, Bill, and Jeffrey Wallmann",The Half-Invisible Man,short story,1974,EQMM; Great Modern Police Stories
1523,"Pronzini, Bill, and Marcia Muller",Cache and Carry,short story,1988,Small Felonies
1524,"Pronzini, Bill, and Michael Kurland",Vanishing Act,short story,1976,AHMM; Tantalizing Locked Room Mysteries; Deadly Arts
1525,"Pruyn, Leonard",Dinner at Garibaldi's,short story,1954,Malcolm's; The Art of the Impossible; Murder Impossible
1526,"Puccetti, Roland",THE TRIAL OF JOHN AND HENRY NORTON,novel,1973,
1527,"Punshon, E. R.",SIX WERE PRESENT,novel,1956,
1528,"Queen, Ellery",THE AMERICAN GUN MYSTERY,novel,1933,
1529,"Queen, Ellery",THE CHINESE ORANGE MYSTERY,novel,1934,
1530,"Queen, Ellery",THE DOOR BETWEEN,novel,1937,
1531,"Queen, Ellery","ELLERY QUEEN, MASTER DETECTIVE",novel,1941,
1532,"Queen, Ellery",THE KING IS DEAD,novel,1952,
1533,"Queen, Ellery",The Adventure of the Dead Man's Cavern,radio play,1944,
1534,"Queen, Ellery",The Adventure of the Frightened Star,play,1942,EQMM
1535,"Queen, Ellery",The Adventure of the House of Darkness,short story,1935,American Magazine; The New Adventures of Ellery Queen; Stokes
1536,"Queen, Ellery",The Adventure of the Man Who Could Double the Size of Diamonds,short play,1943,EQMM; Death Locked In; The Adventure of the Murdered Moths and Other Mysteries; Crippen & Landru
1537,"Queen, Ellery",The Adventure of the Meanest Man in the World,play,1942,EQMM
1538,"Queen, Ellery",The Adventure of the One-Legged Man,play,1943,EQMM
1539,"Queen, Ellery",The Dauphin's Doll,short story,1948,EQMM; Calendar of Crime; The Twelve Crimes of Christmas
1540,"Queen, Ellery",The Disappearance of Mr. James Phillimore,short story,1944,The Misadventures of Sherlock Holmes
1541,"Queen, Ellery",Double Your Money,short story,1951,This Week; EQMM; Q.B.I.: Queen's Bureau of Investigation
1542,"Queen, Ellery",E = Murder,short story,1961,EQMM; Queens Full; With Malice Toward All; 101 Mystery Stories
1543,"Queen, Ellery",The Lamp of God,short story,1935,Detective Story; The New Adventures of Ellery Queen; Detectives A to Z; Big Book of Locked-Room Mysteries
1544,"Queen, Ellery",Object Lesson,short story,1955,The Saturday Evening Post; For Love or Money; Q.E.D.: Queen's Experiments in Detection; Masterpieces of Mystery: Choice Cuts
1545,"Queen, Ellery",Snowball in July,short story,1952,Q.B.I.: Queen's Bureau of Investigation; previously in EQMM; originally in This Week; All But Impossible!
1546,"Queen, Ellery",The Three Widows,short story,1950,This Week; EQMM; Q.B.I.: Queen's Bureau of Investigation; Masterpieces of Mystery: The Grand Masters Up to Date
1547,"Queen, Ellery",The Case of His Headless Highness,jigsaw puzzle,1973,
1548,"Queen, Ellery",A ROOM TO DIE,novel,1965,
1549,"Quin, B. G.",THE PHANTOM MURDERER,novel,1932,
1550,"Quinn, Jake",THE UNDERTAKER,novel,1974,
1551,"Quiroule, Pierre (W.W. Sayer)",THE CASE OF THE BISMARCK MEMOIRS,novel,1966,
1552,"Quiroule, Pierre (W.W. Sayer)",The Clayton Moat Mystery,novelette,1924,The Union Jack No.
1553,"Quiroule, Pierre (W.W. Sayer)",The Mystery of the Random Bullet,novelette,1924,The Union Jack No.
1554,"Radcliffe, Ann",THE MYSTERIES OF UDOLPHO,novel,1794,
1555,"Radford, E. and M. A.",DEATH OF A FRIGHTENED EDITOR,novel,1959,
1556,"Radford, E. and M. A.",WHO KILLED DICK WHITTINGTON?,novel,1947,
1557,"Radford, E. and M. A.",Chapters 2-5,short story,1961,Death and the Professor
1558,"Radford, E. and M. A.",Chapters 6-9,short story,1961,Death and the Professor
1559,"Radford, E. and M. A.",Chapters 10-15,short story,1961,Death and the Professor
1560,"Radford, E. and M. A.",Chapters 16-19,short story,1961,Death and the Professor
1561,"Radford, E. and M. A.",Chapters 25-29,short story,1961,Death and the Professor
1562,"Radford, E. and M. A.",Chapters 30-33,short story,1961,Death and the Professor
1563,"Radford, E. and M. A.",Chapters 34-38,short story,1961,Death and the Professor
1564,"Radnor, Alan",THE CASE OF THE VANISHING HOUSE,novel,1978,
1565,"Rafferty, S. S.",Murder by Scalping or The Invisible Indian,short story,1973,"EQMM; Tricks and Treats; Ellery Queen's Anthology, Fall-Winter 1982"
1566,"Raison, Milton M.",MURDER IN A LIGHTER VEIN,novel,1947,
1567,"Randall, William R.",THE SYNDICATE MURDERS,novel,1935,
1568,"Rawson, Clayton (see also Towne, Stuart)",DEATH FROM A TOP HAT,novel,1938,
1569,"Rawson, Clayton (see also Towne, Stuart)",THE FOOTPRINTS ON THE CEILING,novel,1939,
1570,"Rawson, Clayton (see also Towne, Stuart)",THE HEADLESS LADY,novel,1940,
1571,"Rawson, Clayton (see also Towne, Stuart)",NO COFFIN FOR THE CORPSE,novel,1942,
1572,"Rawson, Clayton (see also Towne, Stuart)",The Clue of the Broken Legs,short story,1947,EQMM; The Great Merlini; The Compleat Great Merlini Saga; Battered Silicon Despatch Box
1573,"Rawson, Clayton (see also Towne, Stuart)",From Another World,short story,1948,EQMM; The Quintessence of Queen: A Magnum of Mysteries; Whodunit? Houdini?; The Great Merlini; All But Impossible!; Locked Room Puzzles; The Compleat Great Merlini Saga
1574,"Rawson, Clayton (see also Towne, Stuart)",Merlini and the Vanished Diamonds,short story,1955,EQMM; The Great Merlini; The Compleat Great Merlini Saga
1575,"Rawson, Clayton (see also Towne, Stuart)",Miracles—All in the Day's Work,short story,1958,EQMM; 14th Mystery Annual; Ellery Queen's Choice 14th Series; The Great Merlini; The Compleat Great Merlini Saga
1576,"Rawson, Clayton (see also Towne, Stuart)",Nothing Is Impossible,short story,1958,EQMM; The Locked Room Reader; 8 Keys to Murder; The Great Merlini; Big Book of Locked-Room Mysteries; The Compleat Great Merlini Saga
1577,"Rawson, Clayton (see also Towne, Stuart)",Off the Face of the Earth,short story,1949,"EQMM; The Queen's Awards Fourth Series; Butcher, Baker, Murder-Maker; The Great Merlini; Death Locked In; The Mammoth Book of Locked Rooms and Impossible Crimes; The Compleat Great Merlini Saga"
1578,"Rawson, Clayton (see also Towne, Stuart)",The World's Smallest Locked Room,short story,1971,EQMM; The Great Merlini; The Compleat Great Merlini Saga
1579,"Reed, P. Lea",WHAT KILLED CHRISTOPHER SCAMMELL?,novel,1945,
1580,"Rees, Arthur J.",THE MOON ROCK,novel,1922,
1581,"Reeve, Arthur B.",The Mystic Poisoner,short story,1917,The Treasure-Train; Collins
1582,"Reeves, John",MURDER WITH MUSKETS,novel,1985,
1583,"Reid, Allen F.",The Model Murder,short story,1950,EQMM
1584,"Reid, Desmond (house name, Michael Moorcock)",CARIBBEAN CRISIS,novel,1962,
1585,"Reid, John",The Magician Kills,short story,1942,The Magician Kills and The Coffin Mystery
1586,"Reilly, Helen",DEAD MAN CONTROL,novel,1936,
1587,"Remenham, John",SEA GOLD,novel,1930,
1588,"Remenham, John",THE SNAKE OF LUVERCY,novel,1930,
1589,"Resnicow, Herbert",THE DEAD ROOM,novel,1987,
1590,"Resnicow, Herbert",THE GOLD CURSE,novel,1986,
1591,"Resnicow, Herbert",THE GOLD DEADLINE,novel,1984,
1592,"Resnicow, Herbert",THE GOLD FRAME,novel,1984,
1593,"Resnicow, Herbert",THE GOLD GAMBLE,novel,1988,
1594,"Resnicow, Herbert",THE GOLD SOLUTION,novel,1983,
1595,"Resnicow, Herbert",DEATH IN HARLEY STREET,novel,1946,
1596,"Resnicow, Herbert",INVISIBLE WEAPONS,novel,1938,
1597,"Resnicow, Herbert",POISON FOR ONE,novel,1934,
1598,"Resnicow, Herbert",TRAGEDY AT THE UNICORN,novel,1928,
1599,"Resnicow, Herbert",TWICE DEAD,novel,1960,
1600,"Rice, Craig",THE BIG MIDGET MURDERS,novel,1942,
1601,"Rice, Craig",And Be Merry,short story,1954,Manhunt; Bloodhound Detective Story Magazine
1602,"Rice, Craig",His Heart Could Break,short story,1943,EQMM; To the Queen's Taste; Verdict; The Name Is Malone; The Saint Mystery Magazine; The Locked Room Reader; 8 Keys to Murder; Murder and Mystery in Chicago
1603,"Rice, Craig",One More Clue,short story,1958,Manhunt; Best Detective Stories of the Year 14th Annual Collection; Best American Detective Stories of the Year — Tenth Series; Perfect Crime
1604,"Rich, Arthur T.",THE CURATE FINDS THE CORPSE,novel,1945,
1605,"Rich, Willard",BRAIN-WAVES AND DEATH,novel,1940,
1606,"Richardson, H. M.",THE ROCK OF JUSTICE,novel,1928,
1607,"Richmond, Grace",NURSE HANSON'S STRANGE CASE,novel,1987,
1608,"Rinehart, Mary Roberts",HAUNTED LADY,novel,1942,
1609,"Ritchie, Jack",Box in a Box,short story,1977,AHMM; All But Impossible!; The Adventures of Henry Turnbuckle
1610,"Ritchie, Jack",Pearls Before Wine,short story,1968,MSMM
1611,"Ritchie, Jack",Swing High,short story,1965,AHMM; Little Boxes of Bewilderment
1612,"Robbins, Alan",MURDER IN A LOCKED BOX,novel,1989,
1613,"Robbins, Grenville",The Broadcast Body,short story,1936,
1614,"Robbins, Grenville",The Broadcast Murder,short story,1929,The Best Detective Stories of the Year 1929
1615,"Roberts, Lee",THE PALE DOOR,novel,1955,
1616,"Roberts, W. Adolphe",THE HAUNTING HAND,novel,1926,
1617,"Roberts, W. Adolphe",GHOST FINGERS,novel,1941,
1618,"Roberts, W. Adolphe",THE STALKING STRANGER,novel,1939,
1619,"Robertson, Muirhead",A LOMBARD STREET MYSTERY,novel,1888,
1620,"Robeson, Kenneth (house name)",BRAND OF THE WEREWOLF,novel,1934,Doc Savage Magazine
1621,"Robeson, Kenneth (house name)",THE DERRICK DEVIL,novel,1937,Doc Savage Magazine; Bantam
1622,"Robeson, Kenneth (house name)",THE EVIL GNOME,novel,1940,Doc Savage Magazine; Bantam
1623,"Robeson, Kenneth (house name)",FEAR CAY,novel,1934,Doc Savage Magazine
1624,"Robeson, Kenneth (house name)",THE FLAMING FALCONS,novel,1939,Doc Savage Magazine; Bantam
1625,"Robeson, Kenneth (house name)",THE MYSTIC MULLAH,novel,1935,Doc Savage Magazine; Bantam
1626,"Robeson, Kenneth (house name)",THE SEVEN AGATE DEVILS,novel,1973,
1627,"Robeson, Kenneth (house name)",THE SQUEAKING GOBLIN,novel,1934,Doc Savage Magazine
1628,"Robinson, Gene D.",Hocus-Pocus Homicide,short story,1945,
1629,"Rodd, Ralph",SLEUTH O' THE WORLD,novel,1933,
1630,"Roe, C. F.",DEATH BY FIRE,novel,1990,
1631,"Rogers, Joel Townsley",THE RED RIGHT HAND,novel,1945,
1632,"Rogers, Joel Townsley",The Hanging Rope,novelette,1946,New Detective Magazine; The Art of the Impossible; Murder Impossible
1633,"Rohmer, Sax (Arthur Sarsfield Ward, q.v.)",DAUGHTER OF FU MANCHU,novel,1931,
1634,"Rohmer, Sax (Arthur Sarsfield Ward, q.v.)",THE MOON IS RED,novel,1954,
1635,"Rohmer, Sax (Arthur Sarsfield Ward, q.v.)",THE MYSTERY OF DR. FU MANCHU,novel,1913,
1636,"Rohmer, Sax (Arthur Sarsfield Ward, q.v.)",THE QUEST OF THE SACRED SLIPPER,novel,1919,
1637,"Rohmer, Sax (Arthur Sarsfield Ward, q.v.)",The Blue Monkey,short story,1920,The Haunting of Low Fennel
1638,"Rohmer, Sax (Arthur Sarsfield Ward, q.v.)",Case of the Blue Rajah,short story,1913,The Dream Detective; Doubleday
1639,"Rohmer, Sax (Arthur Sarsfield Ward, q.v.)",Case of the Ivory Statue,short story,1913,The Dream Detective
1640,"Rohmer, Sax (Arthur Sarsfield Ward, q.v.)",Case of the Tragedies in the Greek Room,short story,1913,The Dream Detective; Fifty Famous Detectives of Fiction
1641,"Rohmer, Sax (Arthur Sarsfield Ward, q.v.)",The Squirrel Man,short story,1932,Tales of East and West; Many Mysteries
1642,"Rohmer, Sax (Arthur Sarsfield Ward, q.v.)",A White Orchid,short story,1914,The Sins of Severac Bablon; Bookfinger
1643,"Romano, Deane",BANACEK,novel,1973,
1644,"Ronald, James",CROSS MARKS THE SPOT,novel,1933,
1645,"Ronald, James",SIX WERE TO DIE,novel,1932,
1646,"Ronald, James",THEY CAN'T HANG ME!,novel,1938,
1647,"Ronald, James",Too Many Motives,short story,1930,Hush
1648,"Roos, Kelley",THE BLONDE DIED DANCING,novel,1956,
1649,"Roos, Kelley","SAILOR, TAKE WARNING!",novel,1944,
1650,"Roos, Kelley",The Great Locked Room Mystery,playlet,1964,"Mystery Writers' Annual, 1964"
1651,"Roosevelt, Elliott",MURDER IN THE OVAL OFFICE,novel,1989,
1652,"Roscoe, Theodore",I'LL GRIND THEIR BONES,novel,1936,
1653,"Roscoe, Theodore",MURDER ON THE WAY!,novel,1935,
1654,"Roscoe, Theodore",I Was the Kid with the Drum,short story,1937,Argosy; I Was the Kid with the Drum & Anywhere But Here
1655,"Rosenhayn, Paul",Through the Door,short story,1930,Joe Jenkins' Casebook
1656,"Ross, Carlton (Edwy Searles Brooks, q.v.)",THE BLACK SKULL MURDERS,novel,1942,
1657,"Rossetti, H. F.",A Policeman's Soliloquies: Death of an Oxford Blue,short story,1958,London Mystery Selection No. 37
1658,"Rothwell, C. C. (as ""A. Cone and Oil"")",Adventures of Sherwood Hoakes. Adventure 1—An Interrupted Honeymoon,short story,1892,Ludgate Weekly; My Evening with Sherlock Holmes
1659,"Rowland, John",CALAMITY IN KENT,novel,1950,
1660,"Rowland, John",DEATH BENEATH THE RIVER,novel,1943,
1661,"Rowland, John",SUICIDE ALIBI,novel,1937,
1662,"Rud, Anthony",HOUSE OF THE DAMNED,novel,1934,
1663,"Rud, Anthony",THE ROSE BATH RIDDLE,novel,1934,
1664,"Russell, Ray",INCUBUS,novel,1976,
1665,"Rutherford, Douglas",THE BLACK LEATHER MURDERS,novel,1966,
1666,"Ryerson, Florence, and Colin Clements",FEAR OF FEAR,novel,1931,
1667,"Ryland, John Knox",THE EASTER GUESTS MYSTERY,novel,1935,
1668,"Ryland, John Knox",The Plague of Ghosts,short story,1907,The Storyteller
1669,"Saber, Robert O. (Milton Ozaki, q.v.)",THE BLACK DARK MURDERS,novel,1949,
1670,"Sanders, Lawrence",THE EIGHTH COMMANDMENT,novel,1986,
1671,"Sandys, James",THE MAN WHO WASN'T THERE,novel,1953,
1672,"Sandys, Oliver",Scotland Yard,short story,1912,Chicane
1673,"Sanger, Joan",THE CASE OF THE MISSING CORPSE,novel,1936,
1674,Sapper (H. C. McNeile),The Horror at Staveley Grange,short story,1922,Hutchinson'sAdventure Story Magazine; The Saving Clause; My Best Detective Story; Mystery and Detection #1
1675,Sapper (H. C. McNeile),The Music Room,short story,1936,Ask for Ronald Standish
1676,Sapper (H. C. McNeile),The Mystery of the Slip Coach,short story,1933,Ronald Standish
1677,"Sardou, Victorien",The Black Pearl,short story,1888,Three Romances; The Lion's Skin
1678,"Saunders, Hilary St. G.",THE SLEEPING BACCHUS,novel,1951,
1679,"Sawyer, Lynwood",The Shredded Rose,short story,1978,EQMM
1680,"Saxon, John A.",Death in a Crystal Casket,short story,1945,Street & Smith's Detective Story Magazine
1681,"Sayers, Dorothy L.",The Haunted Policeman,short story,1939,Detection Medley; EQMM; Striding Folly; Lord Peter; Masterpieces of Mystery: The Golden Age: Part One
1682,"Sayers, Dorothy L.",The Poisoned Dow '08,short story,1933,The Passing Show; Hangman's Holiday; EQMM; Masterpieces of Mystery: Amateurs & Professionals; Big Book of Locked-Room Mysteries
1683,"Sayers, Dorothy L.",Talboys,short story,1972,Striding Folly; Lord Peter; In the Teeth of the Evidence; EQMM
1684,"Scarlett, Roger",THE BEACON HILL MURDERS,novel,1930,
1685,"Scarlett, Roger",MURDER AMONG THE ANGELLS,novel,1932,
1686,"Schweik, Robert C.",Imagine a Murder,short story,1978,EQMM
1687,"Schweik, Robert C.",Now You See It,short story,1981,AHMM
1688,"Scott, Maxwell",The Hermit of the Rigi. An Adventure in the Air,short story,1894,The Union Jack
1689,"Scott, Maxwell",The Professor's Gold. An Adventure Underground,short story,1894,The Union Jack
1690,"Scott, R.T.M.",THE BLACK MAGICIAN,novel,1925,
1691,"Scott, Sutherland",DOCTOR DODDS' EXPERIMENT,novel,1956,
1692,"Scott, Will",DISHER—DETECTIVE,novel,1925,
1693,"Scott, Will",The Locked Room,short story,1932,The Passing Show
1694,"Scott, Will",The Vanishing House,short story,1924,Giglamps
1695,Seaforth (George C. Foster),MISPRISION OF FELONY,novel,1941,
1696,Seamark (Austin J. Small),THE MASTER MYSTERY,novel,1928,
1697,Seamark (Austin J. Small),THE WEB OF DESTINY,novel,1929,
1698,"Selwyn, Francis",CRACKSMAN ON VELVET,novel,1974,
1699,"Selwyn, Francis",SERGEANT VERITY AND THE BLOOD ROYAL,novel,1979,
1700,"Selwyn, Francis",SERGEANT VERITY AND THE IMPERIAL DIAMOND,novel,1975,
1701,"Selwyn, Francis",SERGEANT VERITY PRESENTS HIS COMPLIMENTS,novel,1977,
1702,"Selwyn, Francis",The Goblin Rapist of Dingley Dell,short story,1978,Men Only
1703,"Severy, Melvin L.",THE DARROW ENIGMA,novel,1904,
1704,"Severy, Melvin L.",THE MYSTERY OF JUNE 13TH,novel,1905,
1705,"Shaffer, A. and P. (see also Antony, Peter)",WITHERED MURDER,novel,1955,
1706,"Shaffer, Anthony",Sleuth,play,1970,Best Mystery and Suspense Plays of the Modern Theatre; Calder
1707,"Shakley, Jay",The Villars-Manningham Papers,short story,1978,The Villars-Manningham Papers
1708,"Shannon, Dell",CRIME FILE,novel,1974,
1709,"Shannon, Dell",THE DEATH BRINGERS,novel,1965,
1710,"Shaw, Frank H.",ATLANTIC MURDER,novel,1932,
1711,"Sheinin, Lev",The Hunting Knife,short story,1956,Diary of a Criminologist; EQMM
1712,"Simenon, Georges",The Little House at Croix-Rousse,short story,1935,EQMM; Maiden Murders; The Case of Dr. Ceccioni; Death Locked In; Big Book of Locked-Room Mysteries
1713,"Simon, Robert A.",THE WEEKEND MYSTERY,novel,1926,
1714,"Sims, George R.",An Infernal Machine,short story,1881,The Theatre of Life
1715,"Sims, George R.",The Mystery of the Studio Suite,short story,1910,The Cabinet Minister's Wife
1716,"Sjowall, Maj, and Per Wahloo",THE LOCKED ROOM,novel,1973,
1717,"Skene, Anthony","THE £1,000,000 PLOT",novel,1933,
1718,"Skvorecky, Josef",The Case of the Horizontal Trajectory,short story,1973,The Mournful Demeanour of Lieutenant Boruvka; The Realm of the Impossible
1719,"Skvorecky, Josef",Death on Needlespoint,short story,1973,The Mournful Demeanour of Lieutenant Boruvka
1720,"Skvorecky, Josef",Mistake in Hitzungsee,short story,1989,Sins for Father Knox; Norton
1721,"Skvorecky, Josef",A Tried and Proven Method,short story,1973,The Mournful Demeanour of Lieutenant Boruvka
1722,"Sladek, John",BLACK AURA,novel,1974,
1723,"Sladek, John",INVISIBLE GREEN,novel,1977,
1724,"Sladek, John",By an Unknown Hand,short story,1972,The Times Anthology of Detective Stories; Maps: The Uncollected Stories of John Sladek; Cosmos
1725,"Sladek, John",The Locked Room,short story,1972,Keep the Giraffe Burning
1726,"Slate, John (John Russell Fearn, q.v.)","BLACK MARIA, M.A.",novel,1944,
1727,"Slate, John (John Russell Fearn, q.v.)",DEATH IN SILHOUETTE,novel,1950,
1728,"Slate, John (John Russell Fearn, q.v.)",FRAMED IN GUILT,novel,1948,
1729,"Slate, John (John Russell Fearn, q.v.)",THY ARM ALONE,novel,1947,
1730,"Slater, Will",The Affair of Peg-Top Leg,short story,1927,"The Adventures of D'Arcy Dewpond, Detective"
1731,"Slesar, Henry",The Case of the Shaky Snowman,short story,1973,
1732,"Slesar, Henry",The Case of the Snoring Skinflint,jigsaw puzzle,1972,
1733,"Slesar, Henry",Santa Claus and the Locked Room,short story,1985,Acrostic Mysteries
1734,"Smith, D. W.",SERIOUS CRIMES,novel,1987,
1735,"Smith, Derek",WHISTLE UP THE DEVIL,novel,1953,
1736,"Smith, Edgar D.",Killer in Khaki,short story,1941,Detective Fiction Weekly; EQMM
1737,"Smith, Edgar W.",The Disappearance of Mr. James Phillimore,short story,1944,A Baker Street Four-Wheeler
1738,"Smith, Evelyn E.",Really It Was Quite Simple,short story,1953,EQMM
1739,"Smith, H. Greenhough",The Case of Roger Carboyne,short story,1892,The Strand Magazine
1740,"Smith, J.C.S.",NIGHTCAP,novel,1984,
1741,"Smith, L. Neil",THEIR MAJESTIES' BUCKETEERS,novel,1981,
1742,"Smith, Shelley",HE DIED OF MURDER!,novel,1947,
1743,"Sobol, Donald J.",The Case of the Glass of Ginger Ale,short story,1965,Encyclopedia Brown and the Case of the Secret Pitch
1744,"Sobol, Donald J.",The Case of the Locked Room,short story,1967,Two Minute Mysteries
1745,"Sobol, Donald J.",The Rajah of Lives,short story,1896,Pearson's Weekly
1746,"Soutar, Andrew",THE BLACK SPOT MYSTERY,novel,1938,
1747,"Soutar, Andrew",THE HANGING SWORD!,novel,1933,
1748,"Soutar, Andrew",KHARDUNI,novel,1933,
1749,"Spewack, Samuel",THE SKYSCRAPER MURDER,novel,1928,
1750,"Sprigg, C. St. John",CRIME IN KENSINGTON,novel,1933,
1751,"Sprigg, C. St. John",DEATH OF A QUEEN,novel,1935,
1752,"Sprigg, C. St. John",THE SIX QUEER THINGS,novel,1937,
1753,"Sprigg, C. St. John",Death at 8.30,short story,1935,Detective Fiction Weekly; The Windsor Magazine
1754,"Stacpoole, W. H.",The Manufacturer,short story,1897,Three Boots
1755,"Starrett, Vincent",THE END OF MR. GARMENT,novel,1932,
1756,"Starrett, Vincent",The Sealed Room,short story,1944,The Case Book of Jimmie Lavender
1757,"Steele, Chester K.",THE HOUSE OF DISAPPEARANCES,novel,1927,
1758,"Steele, Derwent",THE PHANTOM SLAYER,novel,1935,
1759,"Steele, Wilbur Daniel",The Yellow Cat,short story,1918,Land's End; Full Cargo; Purr-Fect Crime
1760,"Steeman, Stanislas-André",THE NIGHT OF THE 12TH-13TH,novel,1933,
1761,"Steeman, Stanislas-André",SIX DEAD MEN,novel,1932,
1762,"Stephens, Jessie Gunn",Dying Embers,short story,1985,
1763,"Stephenson, Ralph",BODY IN MY ARMS,novel,1963,
1764,"Stephenson, Ralph",DARKEST DEATH,novel,1964,
1765,"Stevenson, Burton E.",THE RED CARNATION,novel,1939,
1766,"Stevermer, C. J.",THE DUKE AND THE VEIL,novel,1987,
1767,"Steward, Dwight",Genesis,short story,1981,Crime Wave
1768,"Stone, Hampton",THE GIRL WITH THE HOLE IN HER HEAD,novel,1949,
1769,"Stout, Rex",The Fourth of July Picnic,short story,1958,"And Four to Go; Crime and Again; The Fourth of July Murder; Ellery Queen's Anthology, Spring-Summer 1979"
1770,"Strahan, Kay Cleaver",DEATH TRAPS,novel,1930,
1771,"Strahan, Kay Cleaver",FOOTPRINTS,novel,1929,
1772,"Straus, Ralph",The Room on the Fourth Floor,short story,1937,Fifty Master pieces of Mystery; Alfred Hitchcock Presents: 14 Suspense Stories to Play Russian Roulette By
1773,"Street, James",CARBON MONOXIDE,novel,1937,
1774,"Strong, L.A.G.",The Case of the Red Cliff,short story,1938,Odd Man In
1775,"Stuart, Donald (see also Verner, Gerald) (John Robert Stuart Pringle)",THE SECRET OF THE SEALED ROOM,novel,1935,
1776,"Stuart, Donald (see also Verner, Gerald) (John Robert Stuart Pringle)",THE VILLAGE OF FEAR,novel,1934,
1777,"Stuart, Donald (see also Verner, Gerald) (John Robert Stuart Pringle)",The Clue of the Crimson Snow,short story,1933,Detective Weekly
1778,"Sturrock, Jeremy",SUICIDE MOST FOUL,novel,1981,
1779,"Sturrock, Jeremy",A WICKED WAY TO DIE,novel,1973,
1780,"Stutley, S. J., and A. E. Copp",THE MELBOURNE MYSTERY,novel,1929,
1781,"Suter, John F.",The Fairy Ring,short story,1980,EQMM
1782,"Suter, John F.",The Impossible Theft,short story,1964,EQMM; All But Impossible!; The Art of the Impossible; Murder Impossible
1783,"Suter, John F.",The Thousand Mile Shot,short story,1956,EQMM; Big Time Mysteries
1784,"Suter, John F.",The Unlocked Room,short story,1960,EQMM; Crimes Across the Sea; Harrap
1785,"Sutherland, William",BEHIND THE HEADLINES,novel,1933,
1786,"Swartwout, R. E.",THE BOAT RACE MURDER,novel,1933,
1787,"Swem, Charles Lee",WEREWOLF,novel,1928,
1788,"Sydney, George",COUNTDOWN FOR MURDER,novel,1962,
1789,"Sykes, W. Stanley",How Was the Knife Thrown?,short puzzle story,1931,Hush Magazine No. 8
1790,"Sykes, W. Stanley",The Locked Room,short puzzle story,1931,Hush Magazine No. 10
